fid,REG,PROV,MUN,SEC,DM,TOPONIMIA,KM2,ENLACE,RUP,TOPO2
5722,03,06,06,01,01,LAS GUÁRANAS (ZONA URBANA),5.68074928759377,06060101,03,Las Guáranas (Zona Urbana)
5723,03,06,06,02,01,LA ENEA,52.6923457885004,06060102,03,La Enea
6347,03,06,07,03,02,LA CULATA,5.3560904950489,06070203,03,La Culata
6348,08,11,02,02,03,BAYAHÍBE,1.92126996981426E-03,11020302,08,Bayahíbe
5724,03,06,06,03,01,EL HATO,23.2855793569223,06060103,03,El Hato
6349,08,11,02,02,02,BOCA DE YUMA,219.690534847631,11020202,08,Boca De Yuma
6350,05,17,03,05,01,GALEON,34.7624959614488,17030105,05,Galeón
6351,05,17,01,02,03,LAS CARRERAS,67.6130605587329,17010302,05,Las Carreras
6352,05,17,03,02,01,ARROYO HONDO,17.3225550245136,17030102,05,Galeón
5725,03,06,06,04,01,RINCÓN DE LOS GENAO,4.61747972355506,06060104,03,Rincón De Los Genao
6353,05,17,03,07,01,LOS TUMBAOS,3.56457488661878,17030107,05,Los Tumbaos
6354,05,17,03,04,01,LAS TABLAS,24.036610146145,17030104,05,Las Tablas
6355,05,17,01,01,07,EL CARRETÓN (ZONA URBANA),3.02928894171106,17010701,05,El Carretón (Zona Urbana)
6356,05,17,01,02,08,CATALINA,15.7030258976967,17010802,05,Catalina
6357,03,20,02,04,01,AGUA SANTA DEL YUNA,220.940332127052,20020104,03,Agua Santa Del Yuna
6358,02,13,04,03,02,RINCÓN,8.02588161232392,13040203,02,Rincón
6359,02,28,01,02,01,EL VERDE,56.8702673788693,28010102,02,El Verde
5726,03,06,06,05,01,LOS RIVERA,3.59546695751964,06060105,03,Los Rivera
6360,07,04,03,02,02,ARROYO DULCE,90.5177208850132,04030202,06,Arroyo Dulce
6361,07,16,02,02,01,LOS TRES CHARCOS,757.783279148071,16020102,06,Los Tres Charcos
6362,07,04,03,03,02,EL HIGÜERO,159.164577526314,04030203,06,El Higüero
6363,07,16,01,03,01,LAS MERCEDES,464.383314472974,16010103,06,Las Mercedes
5727,03,06,07,01,01,EUGENIO MARÍA DE HOSTOS (ZONA URBANA),2.063839321792,06070101,03,Eugenio María De Hostos (Zona Urbana)
5728,03,06,07,02,01,ACICATE,17.9155268932812,06070102,03,Acicate
5729,03,06,07,03,01,CERREJÓN,7.41354172677613,06070103,03,Cerrejón
5730,03,06,07,04,01,LA ISLETA,33.7801588682842,06070104,02,La Isleta
5731,03,06,07,01,02,SABANA GRANDE (ZONA URBANA),1.66034765649928,06070201,03,Sabana Grande (Zona Urbana)
5732,03,06,07,02,02,CULATA ABAJO,6.6134769921973,06070202,03,Culata Abajo
5733,03,06,07,04,02,MARÍA FERNÁNDEZ,4.5420167778023,06070204,03,María Fernández
5734,03,19,01,01,01,SALCEDO (ZONA URBANA),3.29752315985415,19010101,03,Salcedo (Zona Urbana)
5735,03,19,01,02,01,JAYABO AFUERA,51.3770878241642,19010102,03,Jayabo Afuera
5736,03,19,01,03,01,LOS CACAOS,3.03956033276734,19010103,03,Los Cacaos
5737,03,19,01,04,01,PALMARITO,26.5174075717763,19010104,03,Palmarito
5738,03,19,01,01,02,JAMAO AFUERA (ZONA URBANA),1.34044384713418,19010201,03,Jamao Afuera (Zona Urbana)
5739,03,19,01,02,02,MONTELLANO,84.8131911980871,19010202,03,Montellano
5740,03,19,02,01,01,TENARES (ZONA URBANA),2.26237907954916,19020101,03,Tenares (Zona Urbana)
5741,03,19,02,02,01,BOBA ARRIBA,30.1165397464705,19020102,03,Boba Arriba
5742,03,19,02,03,01,CANETE,21.2121176829515,19020103,03,Canete
5743,03,19,02,04,01,GRAN PARADA,11.6913707605127,19020104,03,Gran Parada
5744,03,19,02,05,01,PASO HONDO,9.58342903674039,19020105,03,Paso Hondo
5745,03,19,02,06,01,EL PLACER,17.7993586004259,19020106,03,El Placer
5746,03,19,02,01,02,BLANCO (ZONA URBANA),0.381246609671504,19020201,03,Blanco (Zona Urbana)
5747,03,19,02,02,02,BLANCO ARRIBA,65.8456819906886,19020202,03,Blanco Arriba
5748,03,19,03,01,01,VILLA TAPIA (ZONA URBANA),3.66633585624084,19030101,03,Villa Tapia (Zona Urbana)
5749,03,19,03,02,01,LA CEIBA,7.74595050256116,19030102,03,La Ceiba
5750,03,19,03,03,01,LOS LIMONES,9.98216634631462,19030103,03,Los Limones
5751,03,19,03,04,01,SAN JOSÉ,28.2484438829335,19030104,03,San José
5752,03,19,03,05,01,SANTA ANA,41.1201255604233,19030105,03,Santa Ana
5753,04,05,01,01,01,DAJABÓN (ZONA URBANA),8.78814613075473,05010101,04,Dajabón (Zona Urbana)
5754,04,05,01,02,01,CAÑONGO,20.6141122301697,05010102,04,Cañongo
5755,04,05,01,03,01,CAYUCO,59.470903615544,05010103,04,Cayuco
5756,04,05,01,04,01,SABANA LARGA,62.5200114998701,05010104,04,Sabana Larga
5757,04,05,01,05,01,CLAVELLINA,50.8673356114651,05010105,04,Clavellina
5758,04,05,01,06,01,CHACUEY,13.8951840853675,05010106,04,Chacuey
5759,04,05,01,01,02,CAÑONGO (ZONA URBANA),3.87729038818617,05010201,04,Cañongo (Zona Urbana)
6178,01,25,02,08,01,VUELTA LARGA,6.00118746237512,25020108,01,Vuelta Larga
5760,04,05,01,02,02,LA VIGÍA,35.3734961499255,05010202,04,La Vigía
5761,04,05,02,01,01,LOMA DE CABRERA (ZONA URBANA),2.79231348366108,05020101,04,Loma De Cabrera (Zona Urbana)
5762,04,05,02,02,01,EL AGUACATE,40.1831531207372,05020102,04,El Aguacate
5763,04,05,02,03,01,EL CAJUIL,26.307193407685,05020103,04,El Cajuil
5764,04,05,02,04,01,LA CEIBA,29.6454964042424,05020104,04,La Ceiba
5765,04,05,02,05,01,MONTE GRANDE,41.1038897453673,05020105,04,Monte Grande
5766,04,05,02,01,02,CAPOTILLO (ZONA URBANA),0.860118789341943,05020201,04,Capotillo (Zona Urbana)
5767,04,05,02,02,02,HIPÓLITO BILLINI,19.2561334107884,05020202,04,Hipólito Billini
5768,04,05,02,03,02,LA PEÑITA ABAJO,36.9568332869433,05020203,04,La Peñita Abajo
5769,04,05,02,01,03,SANTIAGO DE LA CRUZ (ZONA URBANA),2.07043253985364,05020301,04,Santiago De La Cruz (Zona Urbana)
5770,04,05,02,02,03,PINAR CLARO,23.2738797832046,05020302,04,Pinar Claro
5771,04,05,02,03,03,EL PLAN,8.92125651079796,05020303,04,El Plan
5772,04,05,02,04,03,LA PIÑA,14.6538943135333,05020304,04,La Piña
6184,01,25,03,01,02,JUNCALITO (ZONA URBANA),1.50925345892439,25030201,01,Juncalito (Zona Urbana)
6185,01,25,03,02,02,FRANCO BIDÓ,20.0362374957821,25030202,01,Franco Bidó
6186,01,25,03,03,02,JANEY,35.6872411983285,25030203,01,Janey
6187,01,25,03,04,02,JUNCALITO ABAJO,40.4214458389845,25030204,01,Juncalito Abajo
5773,04,05,03,01,01,PARTIDO (ZONA URBANA),2.62289668212319,05030101,04,Partido (Zona Urbana)
5774,04,05,03,02,01,PARTIDO ARRIBA,49.2526415427042,05030102,04,Partido Arriba
6188,01,25,03,05,02,RINCÓN LARGO,18.2448181689499,25030205,01,Rincón Largo
6189,01,25,03,06,02,RINCÓN LLANO,61.4924447398671,25030206,01,Rincón Llano
6190,01,25,03,01,03,EL CAIMITO (ZONA URBANA),4.51672955187729,25030301,01,El Caimito (Zona Urbana)
6191,01,25,03,02,03,YAQUE ABAJO,18.6873635261375,25030302,01,Yaque Abajo
6192,01,25,03,03,03,EL CAIMITO,2.59633129129754,25030303,01,El Caimito
6193,01,25,03,06,03,LA GUAMA,25.5205677676617,25030306,01,La Guama
5775,04,05,03,03,01,VACA GORDA,17.6749869873754,05030103,04,Vaca Gorda
5776,04,05,03,04,01,LA GORRA,81.3173628456938,05030104,04,La Gorra
5777,04,05,04,01,01,RESTAURACIÓN (ZONA URBANA),1.40278759251658,05040101,04,Restauración (Zona Urbana)
5778,04,05,04,02,01,CRUZ DE CABRERA,52.0140791219729,05040102,04,Cruz De Cabrera
5779,04,05,04,03,01,EL CARRIZAL,48.6928548180643,05040103,04,El Carrizal
5780,04,05,04,04,01,LA POCILGA,71.0731115154216,05040104,04,La Pocilga
5781,04,05,04,05,01,LOS CEREZOS,105.474284205866,05040105,04,Los Cerezos
5782,04,05,05,01,01,EL PINO (ZONA URBANA),1.49520097818025,05050101,04,El Pino (Zona Urbana)
5783,04,05,05,02,01,PLAN I,9.67085056147956,05050102,04,Plan I
5784,04,05,05,01,02,MANUEL BUENO (ZONA URBANA),0.894750303819759,05050201,04,Manuel Bueno (Zona Urbana)
5785,04,15,01,01,01,SAN FERNANDO DE MONTE CRISTI (ZONA URBANA),11.399649159737,15010101,04,San Fernando De Monte Cristi (Zona Urbana)
5786,04,15,01,02,01,EL RINCÓN,151.341172460609,15010102,04,El Rincón
5787,04,15,01,03,01,LAS AGUAS,68.9300095493237,15010103,04,Las Aguas
5788,04,15,01,04,01,LAS PEÑAS,186.273243693317,15010104,04,Las Peñas
5789,04,15,01,05,01,EL DURO,10.4296254786216,15010105,04,El Duro
5790,04,15,01,06,01,BAITOAL,15.1613557713576,15010106,04,Baitoal
5791,04,15,02,01,01,CASTAÑUELAS (ZONA URBANA),1.57282260850638,15020101,04,Castañuelas (Zona Urbana)
5792,04,15,02,02,01,EL AHOGADO,9.52899762031469,15020102,04,El Ahogado
5793,04,15,02,03,01,LOMA DE CASTAÑUELAS,22.1136942148743,15020103,04,Loma De Castañuelas
5794,04,15,02,04,01,CASTAÑUELAS (LOZANO),10.6739251006572,15020104,04,Castañuelas (Lozano)
5795,04,15,02,02,02,EL VIGIADOR,13.0554789807243,15020202,04,El Vigiador
5796,04,15,02,03,02,MAGDALENA,19.0268626476683,15020203,04,Magdalena
5797,04,15,02,04,02,HATO VIEJO,3.81840389360456,15020204,04,Hato Viejo
5798,04,15,03,01,01,GUAYUBÍN (ZONA URBANA),1.25848830298267,15030101,04,Guayubín (Zona Urbana)
5799,04,15,03,02,01,JUAN GÓMEZ,46.8145042578877,15030102,04,Juan Gómez
5800,04,15,03,03,01,MARTÍN GARCÍA,148.847175638684,15030103,04,Martín García
5801,04,15,03,04,01,SABANA CRUZ,65.7066272031746,15030104,04,Sabana Cruz
5802,04,15,03,01,02,VILLA ELISA (ZONA URBANA),2.5053813105725,15030201,04,Villa Elisa (Zona Urbana)
5803,04,15,03,02,02,EL COPEY,52.0322976357443,15030202,04,El Copey
5804,04,15,03,03,02,LA GUAJACA,28.7544594873401,15030203,04,La Guajaca
5805,04,15,03,04,02,HATO DEL MEDIO ARRIBA,92.3324878766914,15030204,04,Hato Del Medio Arriba
5806,04,15,03,01,03,HATILLO PALMA (ZONA URBANA),5.26493356144838,15030301,04,Hatillo Palma (Zona Urbana)
5807,04,15,03,03,03,LOS DERRAMADEROS,62.6198203214127,15030303,04,Los Derramaderos
5808,04,15,03,04,03,DOÑA ANTONIA,32.0070546202413,15030304,04,Doña Antonia
5809,04,15,03,01,04,CANA CHAPETÓN (ZONA URBANA),4.20514339280591,15030401,04,Cana Chapetón (Zona Urbana)
5810,04,15,03,03,04,CERRO GORDO,127.586736112515,15030403,04,Cerro Gordo
5811,04,15,03,04,04,PILOTO,38.7345236419159,15030404,04,Piloto
5812,04,15,03,05,04,LA CAÍDA,11.7752827013944,15030405,04,La Caída
5813,04,15,04,01,01,LAS MATAS DE SANTA CRUZ (ZONA URBANA),5.83425732025215,15040101,04,Las Matas De Santa Cruz (Zona Urbana)
5814,04,15,04,02,01,LOS AMACEYES,12.5935489490502,15040102,04,Los Amaceyes
5815,04,15,04,03,01,LA HORCA,18.4890372572198,15040103,04,La Horca
5816,04,15,04,04,01,SANTA CRUZ,33.7619787497038,15040104,04,Santa Cruz
6085,10,32,06,03,02,SANTA BÁRBARA,2.32239519775628,32060203,10,Santa Bárbara
5817,04,15,05,01,01,PEPILLO SALCEDO Ó MANZANILLO (ZONA URBANA),3.73657512992613,15050101,04,Pepillo Salcedo Ó Manzanillo (Zona Urbana)
5818,04,15,05,01,02,SANTA MARÍA (ZONA URBANA),17.5608956490211,15050201,04,Santa María (Zona Urbana)
5819,04,15,05,02,02,GOZUELA,29.3144571132166,15050202,04,Gozuela
5820,04,15,05,03,02,CARNERO,10.1351384078225,15050203,04,Carnero
5821,04,15,05,04,02,CLAVELLINA,40.6163495542519,15050204,04,Clavellina
5822,04,15,05,05,02,LA PINTA,21.7858878160083,15050205,04,La Pinta
5823,04,15,05,06,02,LA RECTA DE SANITA,28.3322873706868,15050206,04,La Recta De Sanita
5824,04,15,06,01,01,VILLA VÁSQUEZ (ZONA URBANA),4.22961591051277,15060101,04,Villa Vásquez (Zona Urbana)
5825,04,15,06,02,01,BOTONCILLO,54.9489740147329,15060102,04,Botoncillo
5826,04,15,06,03,01,LOS CONUCOS,41.0079714503288,15060103,04,Los Conucos
5827,04,15,06,04,01,VILLA GARCÍA,120.312992471556,15060104,04,Villa García
5828,04,26,01,01,01,SAN IGNACIO DE SABANETA (ZONA URBANA),6.22527973198452,26010101,04,San Ignacio De Sabaneta (Zona Urbana)
5829,04,26,01,02,01,ARROYO BLANCO,60.5589304357351,26010102,04,Arroyo Blanco
5830,04,26,01,03,01,LAS CAOBAS,72.465641096264,26010103,04,Las Caobas
5831,04,26,01,04,01,LOS CERCADILLOS,72.7499342775813,26010104,04,Los Cercadillos
5832,04,26,01,05,01,CLAVIJO,89.84181102775,26010105,04,Clavijo
5833,04,26,01,06,01,COQUI,20.9664044361584,26010106,04,Coqui
5834,04,26,01,07,01,ESTANCIA VIEJA,37.691244560429,26010107,04,Estancia Vieja
5835,04,26,01,08,01,MATA DE JOBO,50.3308790177465,26010108,04,Mata De Jobo
5836,04,26,01,10,01,SAN JOSÉ,118.22002365422,26010110,04,San José
5837,04,26,01,11,01,TOMA,274.188580943768,26010111,04,Toma
5838,04,26,02,01,01,VILLA LOS ALMÁCIGOS (ZONA URBANA),2.91947903082738,26020101,04,Villa Los Almácigos (Zona Urbana)
5839,04,26,02,03,01,EL DAJAO,37.0821787016987,26020103,04,El Dajao
5840,04,26,02,04,01,EL FUNDO,10.8890456609257,26020104,04,El Fundo
5841,04,26,02,05,01,LA GINITA,115.415631928503,26020105,04,La Ginita
5842,04,26,02,06,01,INAJE,13.6737878526047,26020106,04,Inaje
5843,04,26,03,01,01,MONCIÓN (ZONA URBANA),6.67233228062145,26030101,04,Monción (Zona Urbana)
5844,04,26,03,02,01,EL MAMONCITO,35.8530423811017,26030102,04,El Mamoncito
5845,04,26,03,03,01,GURABO,59.4096218373059,26030103,04,Gurabo
5846,04,26,03,04,01,LA CACIQUE,19.0349067129143,26030104,04,La Cacique
5847,04,26,03,05,01,RODEO,18.4518557451673,26030105,04,Rodeo
5848,05,17,01,01,01,BANÍ (ZONA URBANA),13.2511597569797,17010101,05,Baní (Zona Urbana)
5849,05,17,01,02,01,BOCA CANASTA,11.5002698004446,17010102,05,Boca Canasta
5850,05,17,01,03,01,LAS CALDERAS,31.6487156159091,17010103,05,Las Calderas
5851,05,17,01,04,01,EL CAÑAFÍSTOL,14.1419420584749,17010104,05,El Cañafístol
5852,05,17,01,05,01,LOS CATEYES,37.3858751639653,17010105,05,Los Cateyes
5853,05,17,01,06,01,FUNDACIÓN DE PERAVIA,4.46210820965918,17010106,05,Fundación De Peravia
5854,05,17,01,07,01,HONDURAS,65.8483377837418,17010107,05,Honduras
5855,05,17,01,08,01,RÍO ARRIBA,19.9618742263736,17010108,05,Río Arriba
5856,05,17,01,09,01,EL LLANO,7.06658893947054,17010109,05,El Llano
5857,05,17,01,10,01,LA MONTERÍA,50.7994346956652,17010110,05,La Montería
5858,05,17,01,11,01,MONTE LLANO,16.6825416211525,17010111,05,Monte Llano
5859,05,17,01,12,01,EL RECODO,42.9604035786473,17010112,05,El Recodo
6089,10,32,07,02,01,LOS COROZOS,5.24406295220289,32070102,10,Los Corozos
5860,05,17,01,13,01,VALDESIA,32.4819308739579,17010113,05,Valdesia
5861,05,17,01,14,01,VILLA GÜERA,12.7624764721333,17010114,05,Villa Güera
5862,05,17,01,01,03,VILLA FUNDACIÓN (ZONA URBANA),3.27739878380115,17010301,05,Villa Fundación (Zona Urbana)
5863,05,17,01,03,03,LOS RANCHITOS,14.7362558640624,17010303,05,Los Ranchitos
5864,05,17,01,01,04,SABANA BUEY (ZONA URBANA),2.55385232420861,17010401,05,Sabana Buey (Zona Urbana)
5865,05,17,01,03,04,SABANA BUEY,1.73221048827951,17010403,05,Sabana Buey
6090,10,32,07,03,01,SAN MIGUEL,4.75778355832431,32070103,10,San Miguel
6091,10,32,07,04,01,PIEDRA GORDA,13.5037674075259,32070104,10,Piedra Gorda
5866,05,17,01,01,05,PAYA (ZONA URBANA),2.97759715673777,17010501,05,Paya (Zona Urbana)
5867,05,17,01,02,05,ESCONDIDO,4.22567450355731,17010502,05,Escondido
5868,05,17,01,03,05,MATA GORDA,3.6351601234455,17010503,05,Mata Gorda
5869,05,17,01,04,05,PAYA RURAL,22.2207305681689,17010504,05,Paya Rural
5870,05,17,01,01,06,VILLA SOMBRERO (ZONA URBANA),3.65889860023783,17010601,05,Villa Sombrero (Zona Urbana)
5871,05,17,01,02,06,VILLA SOMBRERO RURAL,9.72487937067054,17010602,05,Villa Sombrero Rural
5872,05,17,01,02,07,EL CARRETÓN,11.7420899684135,17010702,05,El Carretón
5873,05,17,01,01,08,CATALINA (ZONA URBANA),0.818103658643616,17010801,05,Catalina (Zona Urbana)
5874,05,17,01,01,09,EL LIMONAL (ZONA URBANA),1.27944525549052,17010901,05,El Limonal (Zona Urbana)
5875,05,17,01,02,09,LA IGUANA,21.7646352654113,17010902,05,La Iguana
5876,05,17,01,03,09,LA CABRIA,3.90862253253969,17010903,05,La Cabria
5877,05,17,01,04,09,ARROYO SALADO,10.1613215737701,17010904,05,Arroyo Salado
5878,05,17,01,05,09,LOS JOBITOS,7.26328323947522,17010905,05,Los Jobitos
5879,05,17,01,01,10,LAS BARÍAS (ZONA URBANA),2.43940661158814,17011001,05,Las Barías (Zona Urbana)
5880,05,17,02,01,01,NIZAO (ZONA URBANA),2.99320657182807,17020101,05,Nizao (Zona Urbana)
5881,05,17,02,02,01,DON GREGORIO,14.4127805669239,17020102,05,Don Gregorio
5882,05,17,02,01,02,PIZARRETE (ZONA URBANA),2.1642343417745,17020201,05,Pizarrete (Zona Urbana)
5883,05,17,02,02,02,GUALEY,10.4962367996035,17020202,05,Gualey
5884,05,17,02,01,03,SANTANA (ZONA URBANA),3.85769680187942,17020301,05,Santana (Zona Urbana)
5885,05,17,02,02,03,LUCAS DÍAZ,8.39126164359063,17020302,05,Lucas Díaz
5886,05,17,02,03,03,YIYO GÓMEZ,1.99099727278968,17020303,05,Yiyo Gómez
5887,05,17,03,01,01,MATANZAS (ZONA URBANA),9.56927659626723,17030101,05,Matanzas (Zona Urbana)
5888,05,17,03,08,01,MATANZAS,21.4798103186555,17030108,05,Galeón
6371,02,28,01,02,06,LOS QUEMADOS,80.3709728793722,28010602,02,Los Quemados
6372,02,28,01,02,03,SAN ISIDRO,46.2686173512005,28010302,02,San Isidro
5889,05,17,03,03,01,QUIJÁ QUIETA,2.57999818147727,17030103,05,Quijá Quieta
5890,05,17,03,06,01,SAN JOSÉ,5.45721477292479,17030106,05,San José
5891,05,31,01,01,01,SAN JOSÉ DE OCOA (ZONA URBANA),3.59302252321883,31010101,05,San José De Ocoa (Zona Urbana)
5892,05,31,01,02,01,LOS RANCHITOS,77.8833885464051,31010102,05,Los Ranchitos
5893,05,31,01,01,02,LA CIÉNAGA (ZONA URBANA),0.974602788587692,31010201,05,La Ciénaga (Zona Urbana)
5894,05,31,01,02,02,LOS ANONES,53.6533039777176,31010202,05,Los Anones
5895,05,31,01,03,02,LA CIÉNAGA,27.7833291812362,31010203,05,La Ciénaga
5896,05,31,01,04,02,EL ROSALITO,44.247739109675,31010204,05,El Rosalito
5897,05,31,01,01,03,NIZAO (ZONA URBANA),1.91551591953671,31010301,05,Nizao (Zona Urbana)
5898,05,31,01,02,03,LAS AUYAMAS ARRIBA,29.766986815181,31010302,05,Las Auyamas Arriba
5899,05,31,01,03,03,LAS CUMBRES,30.3057705398357,31010303,05,Las Cumbres
5900,05,31,01,04,03,EL HIGUITO,30.6919367930851,31010304,05,El Higuito
5901,05,31,01,01,04,EL PINAR (ZONA URBANA),1.50925363442603,31010401,05,El Pinar (Zona Urbana)
5902,05,31,01,02,04,LOS COROZOS,74.8649240505225,31010402,05,Los Corozos
5903,05,31,01,03,04,LOS TRAMOJOS,22.6711569893005,31010403,05,Los Tramojos
5904,05,31,01,04,04,EL CERCADO,57.5770378469262,31010404,05,El Cercado
5905,05,31,01,01,05,EL NARANJAL (ZONA URBANA),0.447917632536497,31010501,05,El Naranjal (Zona Urbana)
5906,05,31,01,02,05,EL NARANJAL,28.0238881830294,31010502,05,El Naranjal
5907,05,31,02,01,01,SABANA LARGA (ZONA URBANA),3.69739453814756,31020101,05,Sabana Larga (Zona Urbana)
5908,05,31,02,02,01,LA HORMA,126.474920369136,31020102,05,La Horma
5909,05,31,02,03,01,SABANA LARGA,31.0313373051949,31020103,05,Sabana Larga
5910,05,31,03,01,01,RANCHO ARRIBA (ZONA URBANA),5.24196241160317,31030101,05,Rancho Arriba (Zona Urbana)
5911,05,31,03,02,01,ARROYO CAÑA,43.0234756922003,31030102,05,Arroyo Caña
5912,05,31,03,03,01,MAHOMA,67.3845385055638,31030103,05,Mahoma
5913,05,31,03,04,01,QUITA SUEÑO,78.0694494392125,31030104,05,Quita Sueño
5914,05,17,01,02,04,EL PALMARITO,31.654867886869,17010402,05,El Palmarito
6114,03,14,01,01,01,NAGUA (ZONA URBANA),13.233173355578,14010101,03,Nagua (Zona Urbana)
5915,05,17,01,02,10,EL ROBLEGAR,13.2130207414501,17011002,05,El Roblegar
6115,03,14,01,02,01,NAGUA RURAL,33.8061085613232,14010102,03,Nagua Rural
5916,03,19,01,03,02,JAMAO ADENTRO,6.90979385014878,19010203,03,Jamao Adentro
5917,01,09,03,05,04,MAGANTE,22.840696368925,09030405,01,Magante
5918,01,09,03,03,02,JAGUA CLARA,22.9920007219412,09030203,01,Jagua Clara
5919,01,09,01,07,01,SANTA ROSA,6.61469134650428,09010107,01,Santa Rosa
5920,04,05,05,02,02,MANUEL BUENO,21.5831475785681,05050202,04,Manuel Bueno
5921,04,05,05,04,02,LA JAGUA ABAJO,9.27905502305255,05050204,04,La Jagua Abajo
5922,04,05,05,03,01,EL RODEO,32.7965135579746,05050103,04,El Rodeo
5923,04,05,05,03,02,LA LUISA,12.2096799874206,05050203,04,La Luisa
5924,04,15,05,02,01,CARBONERA,29.109869494803,15050102,04,Carbonera
5925,01,18,08,02,01,LAGUNA GRANDE,34.6927942007041,18080102,01,Laguna Grande
5926,01,18,07,02,02,LA CATALINA,56.2484087895039,18070202,01,La Catalina
5927,01,18,07,01,03,SABANETA DE YÁSICA (ZONA URBANA),1.42459672598156,18070301,01,Sabaneta De Yásica (Zona Urbana)
5928,04,15,03,02,04,CANA CHAPETÓN,37.7041207052803,15030402,04,Cana Chapetón
5929,03,06,01,06,01,LAS GUÁZUMAS,15.1665546287548,06010106,03,Las Guázumas
5930,03,06,03,06,01,RINCÓN HONDO,20.3431479048941,06030106,03,Rincón Hondo
5931,04,15,03,02,03,HATILLO PALMA,32.2596518413945,15030302,04,Hatillo Palma
5932,02,28,01,03,01,LOS ARROCES,73.0389174050496,28010103,02,Los Arroces
5933,03,20,01,01,01,SANTA BÁRBARA DE SAMANÁ (ZONA URBANA),5.77547156482421,20010101,03,Santa Bárbara De Samaná (Zona Urbana)
5934,03,20,01,05,01,JUANA VICENTA,51.3350564688335,20010105,03,Juana Vicenta
5935,03,20,01,01,02,EL LIMÓN (ZONA URBANA),4.25920939392379,20010201,03,El Limón (Zona Urbana)
5936,03,20,01,03,02,AGUA SABROSA,10.5054961035531,20010203,03,Agua Sabrosa
6116,03,14,01,01,02,SAN JOSÉ DE MATANZAS (ZONA URBANA),0.875048869269356,14010201,03,San José De Matanzas (Zona Urbana)
5937,03,20,01,04,02,MORÓN,2.857645612758,20010204,03,Morón
5938,03,20,01,01,03,ARROYO BARRIL (ZONA URBANA),1.50559505033626,20010301,03,Arroyo Barril (Zona Urbana)
5939,03,20,01,02,03,LA PASCUALA,19.5128130327589,20010302,03,La Pascuala
6121,03,14,01,02,03,LAS GORDAS,5.14975824524538,14010302,03,Las Gordas
5940,03,20,01,03,03,EL BOTAO,12.772315293959,20010303,03,El Botao
5941,03,20,01,01,04,LAS GALERAS (ZONA URBANA),2.73198560141902,20010401,03,Las Galeras (Zona Urbana)
5942,03,20,01,02,04,LA GUÁSUMA,41.7153105366166,20010402,03,La Guásuma
5943,03,20,01,03,04,LOS TOCONES,15.1074224379412,20010403,03,Los Tocones
5944,03,20,01,04,04,RINCÓN,70.0101693896567,20010404,03,Rincón
5945,03,20,02,01,01,SÁNCHEZ (ZONA URBANA),3.51250945446576,20020101,03,Sánchez (Zona Urbana)
5946,03,20,02,02,01,LA MAJAGUA,66.7394812062371,20020102,03,La Majagua
5947,03,20,02,03,01,LAS GARITAS,27.9216096696358,20020103,03,Las Garitas
5948,03,20,02,05,01,MAJAGUAL,32.1029267871072,20020105,03,Majagual
5949,03,20,02,06,01,EL CATEY,19.867319359631,20020106,03,El Catey
5950,03,20,03,01,01,LAS TERRENAS (ZONA URBANA),5.67220514990962,20030101,03,Las Terrenas (Zona Urbana)
5951,03,20,03,02,01,EL JAMITO,23.0166738503969,20030102,03,El Jamito
5952,03,20,03,03,01,EL COSÓN,29.2163773136092,20030103,03,El Cosón
5953,03,20,03,04,01,LA BARBACOA,28.0261997623003,20030104,03,La Barbacoa
5954,03,20,03,05,01,EL NARANJITO,25.458001307499,20030105,03,El Naranjito
5955,05,21,01,01,01,SAN CRISTÓBAL (ZONA URBANA),20.7287544967704,21010101,05,San Cristóbal (Zona Urbana)
5956,05,21,01,02,01,BORBÓN,15.2953911488174,21010102,05,Borbón
5957,05,21,01,03,01,CAMBITA STERLING,16.0884372497873,21010103,05,Cambita Sterling
5958,05,21,01,04,01,INGENIO NUEVO,31.4946797050116,21010104,05,Ingenio Nuevo
5959,05,21,01,05,01,NAJAYO ARRIBA,17.6130019313591,21010105,05,Najayo Arriba
5960,05,21,01,06,01,SAINAGUÁ,10.6595664845823,21010106,05,Sainaguá
5961,05,21,01,07,01,SANTA MARÍA,6.68724025450457,21010107,05,Santa María
5962,05,21,01,01,02,HATO DAMAS (ZONA URBANA),0.173731922457726,21010201,05,Hato Damas (Zona Urbana)
5963,05,21,01,02,02,LOS MONTONES,14.1940751754678,21010202,05,Los Montones
5964,05,21,01,03,02,DASA,8.05541807671478,21010203,05,Dasa
5965,05,21,01,04,02,SAN FRANCISCO,22.847938451462,21010204,05,San Francisco
5966,05,21,01,05,02,JAMEY,14.2974101050588,21010205,05,Jamey
5967,05,21,01,01,03,HATILLO (ZONA URBANA),1.73419406105674,21010301,05,Hatillo (Zona Urbana)
5968,05,21,01,02,03,LA SABANA,12.9595186420454,21010302,05,La Sabana
6124,03,14,01,06,03,CAÑO DE LOS NARANJOS,8.27048746531765,14010306,03,Caño De Los Naranjos
5969,05,21,01,03,03,HOJAS ANCHAS,5.8445176848632,21010303,05,Hojas Anchas
5970,05,21,01,04,03,MATA NARANJO,12.7720549173952,21010304,05,Mata Naranjo
5971,05,21,02,01,01,SABANA CRANDE DE PALENQUE (ZONA URBANA),1.62800337414264,21020101,05,Sabana Crande De Palenque (Zona Urbana)
6125,03,14,01,01,04,ARROYO AL MEDIO (ZONA URBANA),2.36156286247516,14010401,03,Arroyo Al Medio (Zona Urbana)
