fid,REG,PROV,MUN,SEC,DM,TOPONIMIA,KM2,ENLACE,RUP,TOPO2
5038,07,04,03,01,01,ENRIQUILLO (ZONA URBANA),2.1392933245453,04030101,06,Enriquillo (Zona Urbana)
5039,07,04,03,02,01,BUENA VISTA,25.3786702584137,04030102,06,Buena Vista
5040,07,04,03,03,01,CALETÓN,25.1414345137503,04030103,06,Caletón
5041,07,04,03,01,02,ARROYO DULCE (ZONA URBANA),1.4047518018735,04030201,06,Arroyo Dulce (Zona Urbana)
5042,07,04,03,03,02,EL PINO,20.8255382333169,04030203,06,El Pino
5043,07,04,03,05,02,EL NARANJAL,12.5892621742032,04030205,06,El Naranjal
6030,08,11,01,01,04,VERÓN (ZONA URBANA),47.5486618040141,11010401,08,Verón (Zona Urbana)
5044,07,04,04,01,01,PARAÍSO (ZONA URBANA),1.89325458437675,04040101,06,Paraíso (Zona Urbana)
5045,07,04,04,02,01,EL PLATÓN,22.898738905106,04040102,06,El Platón
5046,07,04,04,03,01,LA LANZA ARRIBA,22.2029534195613,04040103,06,La Lanza Arriba
5047,07,04,04,04,01,LEONARDO,28.2536345946275,04040104,06,Leonardo
5048,07,04,04,01,02,LOS PATOS (ZONA URBANA),0.429759915297344,04040201,06,Los Patos (Zona Urbana)
5049,07,04,04,02,02,EL MANIEL,30.4427233279549,04040202,06,El Maniel
5050,07,04,04,03,02,OJEDA,19.3000406527159,04040203,06,Ojeda
5051,07,04,05,01,02,CANOA (ZONA URBANA),1.50529459792699,04050201,06,Canoa (Zona Urbana)
5052,07,04,05,02,02,BOMBITA,91.5325888242227,04050202,06,Bombita
5053,07,04,05,01,03,QUITA CORAZA (ZONA URBANA),1.77670922360394,04050301,06,Quita Coraza (Zona Urbana)
5054,07,04,05,02,03,EL HIGUITO,44.7159917088272,04050302,06,El Higuito
5055,07,04,05,03,03,LAS MINAS,31.2889033460294,04050303,06,Las Minas
5056,07,04,05,01,04,FONDO NEGRO (ZONA URBANA),1.45025859804474,04050401,06,Fondo Negro (Zona Urbana)
5057,07,04,05,02,04,LA CU,32.0926072688145,04050402,06,La Cu
5058,07,04,05,03,04,ARROYO GRANDE,37.4125577750733,04050403,06,Arroyo Grande
5059,07,04,06,01,01,EL PEÑÓN (ZONA URBANA),1.40198784948568,04060101,06,El Peñón (Zona Urbana)
5060,07,04,06,02,01,EL PEÑÓN,32.1912617093918,04060102,06,El Peñón
5061,07,04,07,01,01,LA CIÉNAGA (ZONA URBANA),1.19181802275967,04070101,06,La Ciénaga (Zona Urbana)
5062,07,04,07,02,01,GUAYUYAL,47.2729082958942,04070102,06,Guayuyal
5063,07,04,07,01,02,BAORUCO (ZONA URBANA),1.75512439696232,04070201,06,Baoruco (Zona Urbana)
5064,07,04,07,02,02,EL ARROYO,6.66162750145764,04070202,06,El Arroyo
5065,07,04,07,03,02,LA FILIPINA,11.8368483608353,04070203,06,La Filipina
5066,07,04,07,04,02,BAORUCO,31.5995297793184,04070204,06,Baoruco
5067,07,04,07,05,02,JUAN ESTEBAN,15.7433143112355,04070205,06,Juan Esteban
5068,07,04,08,01,01,FUNDACIÓN (ZONA URBANA),0.614083830195674,04080101,06,Fundación (Zona Urbana)
5069,07,04,08,02,01,FUNDACIÓN,9.92653654653253,04080102,06,Fundación
5070,07,04,08,04,01,LA ALTAGRACIA,2.26128372845166,04080104,06,La Altagracia
5071,07,04,08,01,02,PESCADERÍA (ZONA URBANA),1.09666806230105,04080201,06,Pescadería (Zona Urbana)
5072,07,04,08,02,02,LA HOYA,11.8065143432759,04080202,06,La Hoya
5073,07,04,08,03,02,HATO VIEJO,9.90266907503126,04080203,06,Hato Viejo
5074,07,04,08,04,02,HABANERO,6.41664727817639,04080204,06,Habanero
5075,07,04,09,01,01,LAS SALINAS (ZONA URBANA),1.57455668443777,04090101,06,Las Salinas (Zona Urbana)
5076,07,04,09,02,01,LEMBA,44.3839302152085,04090102,06,Lemba
5077,07,04,09,03,01,LOS SALADILLOS,141.306700235723,04090103,06,Los Saladillos
5078,07,04,09,04,01,LA CU,2.26357312284493,04090104,06,La Cu
5079,07,04,10,01,01,POLO (ZONA URBANA),0.702300787669063,04100101,06,Polo (Zona Urbana)
5080,07,04,10,02,01,LAS AUYAMAS,37.4669710253644,04100102,06,Las Auyamas
5081,07,04,10,04,01,LOS ARROYOS,60.055682438616,04100104,06,Los Arroyos
5082,07,04,10,05,01,FONDO DE AGUSTÍN,11.1344029848909,04100105,06,Fondo De Agustín
5083,07,04,11,01,01,JAQUIMEYES (ZONA URBANA),2.69003229021315,04110101,06,Jaquimeyes (Zona Urbana)
5084,07,04,11,01,02,PALO ALTO (ZONA URBANA),0.417484028361512,04110201,06,Palo Alto (Zona Urbana)
5085,07,04,11,02,02,LAS PALMAS,9.04266055991031,04110202,06,Las Palmas
5086,07,10,01,01,01,JIMANÍ (ZONA URBANA),4.79880132536786,10010101,06,Jimaní (Zona Urbana)
5087,07,10,01,01,02,EL LIMÓN (ZONA URBANA),3.41628788120306,10010201,06,El Limón (Zona Urbana)
5088,07,10,01,02,02,MORTERO,111.006859826169,10010202,06,Mortero
5089,07,10,01,01,03,BOCA DE CACHÓN (ZONA URBANA),1.69065836037249,10010301,06,Boca De Cachón (Zona Urbana)
5090,07,10,02,01,01,DUVERGÉ (ZONA URBANA),3.95166783892563,10020101,06,Duvergé (Zona Urbana)
5091,07,10,02,02,01,PUERTO ESCONDIDO,342.385412983258,10020102,06,Puerto Escondido
5092,07,10,02,01,02,VENGAN A VER (ZONA URBANA),1.08581813564519,10020201,06,Vengan A Ver (Zona Urbana)
5093,07,10,02,02,02,LAS BAITOAS,163.719614520082,10020202,06,Las Baitoas
5094,07,10,03,01,01,LA DESCUBIERTA (ZONA URBANA),2.3450076405456,10030101,06,La Descubierta (Zona Urbana)
5095,07,10,03,02,01,ÁNGEL FÉLIX,69.7077688504428,10030102,06,Ángel Félix
5096,07,10,03,04,01,BARTOLOMÉ,4.90769824612359,10030104,06,Bartolomé
5097,07,10,04,01,01,POSTRER RÍO (ZONA URBANA),3.68462331964422,10040101,06,Postrer Río (Zona Urbana)
5098,07,10,04,01,02,GUAYABAL (ZONA URBANA),0.586799413267692,10040201,06,Guayabal (Zona Urbana)
5099,07,10,04,02,02,CABEZA DE RÍO,23.0123536198542,10040202,06,Cabeza De Río
5100,07,10,04,03,02,EL MANIEL,18.9140314374156,10040203,06,El Maniel
5101,07,10,04,05,02,GUAYABAL,8.82469745923238,10040205,06,Guayabal
5102,07,10,05,01,02,BATEY 8 (ZONA URBANA),0.120987229637349,10050201,06,Batey 8 (Zona Urbana)
5103,07,10,05,02,02,BATEY 7,105.881869096522,10050202,06,Batey 7
5104,07,10,05,03,02,BATEY 9,12.8716051224044,10050203,06,Batey 9
5105,07,10,05,04,02,BATEY 10,30.2511860281416,10050204,06,Batey 10
5106,07,10,06,01,01,MELLA (ZONA URBANA),0.502276427654623,10060101,06,Mella (Zona Urbana)
5107,07,10,06,02,01,ANGOSTURA,254.042987448024,10060102,06,Angostura
5108,07,10,06,01,02,LA COLONIA (ZONA URBANA),1.46507995059015,10060201,06,La Colonia (Zona Urbana)
5109,07,10,06,02,02,COLONIA JAPÓN,113.084028744978,10060202,06,Colonia Japón
5110,06,07,01,01,01,COMENDADOR (ZONA URBANA),2.83751582970636,07010101,07,Comendador (Zona Urbana)
5111,06,07,01,02,01,LOS RINCONCITOS,12.887341025537,07010102,07,Los Rinconcitos
5112,06,07,01,03,01,PUELLO,25.0574275772959,07010103,07,Puello
5113,06,07,01,04,01,LA JAGUA,12.2273408645147,07010104,07,La Jagua
5114,06,07,01,05,01,JUAN FELIPE,5.12748849937326,07010105,07,Juan Felipe
5115,06,07,01,07,01,LAS PATILLAS,8.94225276083569,07010107,07,Las Patillas
5116,06,07,01,08,01,EL PINO,17.0668642675261,07010108,07,El Pino
5117,06,07,01,09,01,PINZÓN,10.7140624118784,07010109,07,Pinzón
5118,06,07,01,01,02,SABANA LARGA (ZONA URBANA),0.452825844387139,07010201,07,Sabana Larga (Zona Urbana)
6106,08,12,02,01,01,GUAYMATE (ZONA URBANA),0.866388382018906,12020101,08,Guaymate (Zona Urbana)
6107,03,20,01,02,01,ACOSTA,42.0480430323063,20010102,03,Acosta
6108,03,20,01,03,01,LOS CACAOS,49.6609322024707,20010103,03,Los Cacaos
6109,03,20,01,02,02,LA BARBACOA,16.5737146050921,20010202,03,La Barbacoa
6110,03,20,01,04,01,HONDURAS,63.0476867389396,20010104,03,Honduras
5119,06,07,01,02,02,SABANA LARGA,9.7074577402801,07010202,07,Sabana Larga
5120,06,07,01,03,02,ANGOSTURA,16.924169137019,07010203,07,Angostura
5121,06,07,01,04,02,HATO VIEJO,18.1264967255158,07010204,07,Hato Viejo
5122,06,07,01,05,02,POTROSO,35.6930005674706,07010205,07,Potroso
5123,06,07,01,06,02,POTRO BLANCO,20.0948218115268,07010206,07,Potro Blanco
5124,06,07,01,01,03,GUAYABO (ZONA URBANA),0.924376541513741,07010301,07,Guayabo (Zona Urbana)
5125,06,07,01,02,03,GUAZUMAL,3.89543963542488,07010302,07,Guazumal
6195,01,25,04,03,01,LICEY ARRIBA,3.7470008596683,25040103,01,Licey Arriba
5126,06,07,01,03,03,ISIDRO MARTÍNEZ,13.1149213179532,07010303,07,Isidro Martínez
5127,06,07,02,01,01,BÁNICA (ZONA URBANA),2.50598362119319,07020101,07,Bánica (Zona Urbana)
5128,06,07,02,02,01,LAS CAÑITAS,48.0875071732097,07020102,07,Las Cañitas
5129,06,07,02,03,01,TABACAL,16.5045824438958,07020103,07,Tabacal
5130,06,07,02,01,02,SABANA CRUZ (ZONA URBANA),1.13834336809891,07020201,07,Sabana Cruz (Zona Urbana)
5131,06,07,02,02,02,SABANA  CRUZ,16.4298417761872,07020202,07,Sabana  Cruz
5132,06,07,02,03,02,GUAYABAL,27.7899715261109,07020203,07,Guayabal
5133,06,07,02,04,02,GUAROA,18.6747902145669,07020204,07,Guaroa
5134,06,07,02,05,02,RASTRILLO,1.3203283147854,07020205,07,Rastrillo
6197,01,25,05,01,01,SAN JOSÉ DE LAS MATAS (ZONA URBANA),5.29323265049409,25050101,01,San José De Las Matas (Zona Urbana)
5135,06,07,02,06,02,EL FONDO,3.00390170828372,07020206,07,El Fondo
5136,06,07,02,01,03,SABANA HIGÜERO (ZONA URBANA),0.749661758553435,07020301,07,Sabana Higüero (Zona Urbana)
5137,06,07,02,02,03,HIGÜERITO,49.835056961076,07020302,07,Higüerito
6198,01,25,05,03,01,EUGENIO PERDOMO,62.5104037608758,25050103,01,Eugenio Perdomo
6199,01,25,05,05,01,LOS MONTONES ABAJO,79.6714445422297,25050105,01,Los Montones Abajo
6200,01,25,05,06,01,PEDREGAL,30.8461069526646,25050106,01,Pedregal
6201,01,25,05,07,01,LAS PIEDRAS,41.8997307376406,25050107,01,Las Piedras
6202,01,25,05,08,01,YERBA BUENA,49.0332086980599,25050108,01,Yerba Buena
5138,06,07,02,03,03,LOS YAREYES,12.4991884195114,07020303,07,Los Yareyes
5139,06,07,02,04,03,EL CANTÓN,52.7181979055605,07020304,07,El Cantón
5140,06,07,02,05,03,CABEZA DE LA SABANA,15.6220519503329,07020305,07,Cabeza De La Sabana
5141,06,07,03,01,01,EL LLANO (ZONA URBANA),1.27305722158537,07030101,07,El Llano (Zona Urbana)
5142,06,07,03,02,01,REBOSO,18.5797855971851,07030102,07,Reboso
5143,06,07,03,01,02,GUANITO (ZONA URBANA),0.904913065292562,07030201,07,Guanito (Zona Urbana)
5144,06,07,03,02,02,GUANITO,17.2685226051529,07030202,07,Guanito
5145,06,07,03,03,02,LAS LAGUNAS,53.0939109229427,07030203,07,Las Lagunas
5146,06,07,03,04,02,BLANCO,9.81705351967877,07030204,07,Blanco
5147,06,07,04,01,01,HONDO VALLE (ZONA URBANA),1.38033838714073,07040101,07,Hondo Valle (Zona Urbana)
5148,06,07,04,02,01,ANICETO MARTÍNEZ,42.2381528871738,07040102,07,Aniceto Martínez
5149,06,07,04,03,01,RANCHO DE PEDRO,37.8593905452738,07040103,07,Rancho De Pedro
5150,06,07,04,01,02,RANCHO DE LA GUARDIA (ZONA URBANA),1.24219819989704,07040201,07,Rancho De La Guardia (Zona Urbana)
5151,06,07,04,02,02,LOS GUINEOS,14.4583643289378,07040202,07,Los Guineos
5152,06,07,04,03,02,LA SAHONADA,8.32337637167089,07040203,07,La Sahonada
5153,06,07,04,04,02,RANCHO DE LA GUARDIA,19.0497879637509,07040204,07,Rancho De La Guardia
5154,06,07,05,01,01,PEDRO SANTANA (ZONA URBANA),1.49495705278547,07050101,07,Pedro Santana (Zona Urbana)
5155,06,07,05,02,01,LA PALMA,53.2396392890988,07050102,07,La Palma
5156,06,07,05,03,01,EL HOYO,39.4372281439476,07050103,07,El Hoyo
5157,06,07,05,04,01,GUAYAJAYUCO,68.618826742202,07050104,07,Guayajayuco
5158,06,07,05,05,01,NICOLÁS (JOCA),71.335841595048,07050105,07,Nicolás (Joca)
5159,06,07,05,01,02,RÍO LIMPIO (ZONA URBANA),0.805245709313494,07050201,07,Río Limpio (Zona Urbana)
5160,06,07,05,02,02,RÍO LIMPIO,77.6543145804546,07050202,07,Río Limpio
5161,06,07,05,03,02,LA SIERRECITA,153.661349827358,07050203,07,La Sierrecita
5162,06,07,05,04,02,BILLIGUÍN,80.0539084812935,07050204,07,Billiguín
5163,06,07,06,01,01,JUAN SANTIAGO (ZONA URBANA),0.708549943242524,07060101,07,Juan Santiago (Zona Urbana)
5164,06,07,06,02,01,JUAN SANTIAGO,24.9008118569069,07060102,07,Juan Santiago
5165,06,07,06,03,01,JUAN DE LA CRUZ,19.0566908918666,07060103,07,Juan De La Cruz
5166,06,07,06,04,01,SABANA DE LA LOMA,22.7349715939655,07060104,07,Sabana De La Loma
5167,06,07,06,05,01,MONTE MAYOR,34.6472424152068,07060105,07,Monte Mayor
5168,06,22,01,01,01,SAN JUAN DE LA MAGUANA (ZONA URBANA),11.7965161299017,22010101,07,San Juan De La Maguana (Zona Urbana)
5169,06,22,01,03,01,CAÑAFÍSTOL,6.18008806403498,22010103,07,Cañafístol
5170,06,22,01,04,01,MOGOLLÓN,53.7324881610288,22010104,07,Mogollón
5171,06,22,01,05,01,GUAZUMAL,7.68102393935519,22010105,07,Guazumal
5172,06,22,01,01,02,PEDRO CORTO (ZONA URBANA),0.770234183568888,22010201,07,Pedro Corto (Zona Urbana)
5173,06,22,01,02,02,MABRÍGIDA,7.75966019228423,22010202,07,Mabrígida
5174,06,22,01,03,02,PEDRO CORTO,70.4143202708285,22010203,07,Pedro Corto
5175,06,22,01,04,02,PUNTA CAÑA,61.6008018682185,22010204,07,Punta Caña
5176,06,22,01,05,02,LA CEIBA,5.68073873656808,22010205,07,La Ceiba
5177,06,22,01,01,03,SABANETA (ZONA URBANA),1.18632365727807,22010301,07,Sabaneta (Zona Urbana)
5178,06,22,01,02,03,CARPINTERO,1.9219124947716,22010302,07,Carpintero
5179,06,22,01,03,03,RÍO ARRIBA DEL NORTE,293.174780319345,22010303,07,Río Arriba Del Norte
5180,06,22,01,04,03,LOS GAJITOS,91.6151239095067,22010304,07,Los Gajitos
5181,06,22,01,05,03,LA CIÉNAGA,83.1520005512129,22010305,07,La Ciénaga
5182,06,22,01,06,03,LA LOMETA,0.898950230797873,22010306,07,La Lometa
6203,01,25,05,01,02,EL RUBIO (ZONA URBANA),2.90214160717234,25050201,01,El Rubio (Zona Urbana)
5183,06,22,01,07,03,LOS ARROYOS,3.65977652911261,22010307,07,Los Arroyos
5184,06,22,01,01,04,SABANA ALTA (ZONA URBANA),1.77007515039422,22010401,07,Sabana Alta (Zona Urbana)
5185,06,22,01,02,04,JUAN ÁLVAREZ,9.77788340585752,22010402,07,Juan Álvarez
5186,06,22,01,03,04,LOS VALLAONDITO (LOS BAYAHONDITO),19.9453413556806,22010403,07,Los Vallaondito (Los Bayahondito)
5187,06,22,01,01,05,EL ROSARIO (ZONA URBANA),0.49236225946687,22010501,07,El Rosario (Zona Urbana)
5188,06,22,01,02,05,PUEBLO NUEVO,80.6410430479437,22010502,07,Pueblo Nuevo
5189,06,22,01,03,05,CARDÓN,48.1698913807966,22010503,07,Cardón
5190,06,22,01,04,05,EL CAPÁ,75.4996215048593,22010504,07,El Capá
5191,06,22,01,01,06,HATO DEL PADRE (ZONA URBANA),1.18267334981529,22010601,07,Hato Del Padre (Zona Urbana)
5192,06,22,01,02,06,EL CAJUIL,32.5144365817521,22010602,07,El Cajuil
5193,06,22,01,03,06,LA HIGÜERA,15.8211470258238,22010603,07,La Higüera
5194,06,22,01,04,06,ARROYO LORO,9.53910432278534,22010604,07,Arroyo Loro
5195,06,22,01,01,07,GUANITO (ZONA URBANA),2.07840218567966,22010701,07,Guanito (Zona Urbana)
5196,06,22,01,02,07,GUANITO,48.5825136816572,22010702,07,Guanito
5197,06,22,01,01,08,LA JAGUA (ZONA URBANA),0.621946726208614,22010801,07,La Jagua (Zona Urbana)
5198,06,22,01,02,08,LA JAGUA,26.8698402651245,22010802,07,La Jagua
6204,01,25,05,02,02,CAÑAFÍSTOL,5.1861781638331,25050202,01,Cañafístol
6205,01,25,05,03,02,CELESTINA,44.4064117684159,25050203,01,Celestina
6206,01,25,05,04,02,COROCITO,102.831790473018,25050204,01,Corocito
6207,01,25,05,06,02,JICOMÉ,105.329919852222,25050206,01,Jicomé
6208,01,25,05,08,02,MANACLA,63.295740301005,25050208,01,Manacla
6209,01,25,05,09,02,MATA DEL DAJAO,33.30811458818,25050209,01,Mata Del Dajao
5199,06,22,01,03,08,EL HATICO,17.7432182653944,22010803,07,El Hatico
5200,06,22,01,04,08,EL CERRITO,14.4367676850051,22010804,07,El Cerrito
6218,01,25,05,01,04,LAS PLACETAS (ZONA URBANA),1.37508015588184,25050401,01,Las Placetas (Zona Urbana)
6219,01,25,05,02,04,DAMAJAGUA,32.4199798482544,25050402,01,Damajagua
6220,01,25,05,03,04,LOS LIMONES,26.9810875824678,25050403,01,Los Limones
6221,01,25,05,04,04,JAMAMÚ,37.407645545404,25050404,01,Jamamú
6222,01,25,05,05,04,LAS LAGUNAS,46.566614811076,25050405,01,Las Lagunas
6223,01,25,06,01,01,TAMBORIL (ZONA URBANA),5.71217871290804,25060101,01,Tamboril (Zona Urbana)
5201,06,22,01,05,08,GUAYABAL,9.82985410886626,22010805,07,Guayabal
6224,01,25,06,02,01,BOCA DE MAIZAL,7.37112988824276,25060102,01,Boca De Maizal
6225,01,25,06,03,01,GUAZUMAL ARRIBA,9.77360168694262,25060103,01,Guazumal Arriba
6226,01,25,06,05,01,LICEY AL MEDIO,3.17165130618139,25060105,01,Licey Al Medio
6227,01,25,06,06,01,PONTEZUELA,6.1788813642762,25060106,01,Pontezuela
6228,01,25,06,01,02,CANCA LA PIEDRA (ZONA URBANA),2.9272944023701,25060201,01,Canca La Piedra (Zona Urbana)
6229,01,25,06,02,02,CANCA ABAJO,4.87559922117471,25060202,01,Canca Abajo
5202,06,22,01,01,09,LAS MAGUANAS-HATO NUEVO (ZONA URBANA),1.82741517153659,22010901,07,Las Maguanas-Hato Nuevo (Zona Urbana)
5203,06,22,01,02,09,PASATIEMPO,29.3481894170901,22010902,07,Pasatiempo
5204,06,22,01,03,09,HIGÜERITO,15.8632305023481,22010903,07,Higüerito
5205,06,22,01,04,09,DORMIDERO,10.5187349311631,22010904,07,Dormidero
5206,06,22,01,05,09,HATO NUEVO,14.5830732296384,22010905,07,Hato Nuevo
5207,06,22,01,01,10,LAS CHARCAS DE MARÍA NOVA (ZONA URBANA),1.52442904650278,22011001,07,Las Charcas De María Nova (Zona Urbana)
5208,06,22,01,03,10,LAS CHARCAS VIEJAS,24.885623911955,22011003,07,Las Charcas Viejas
5209,06,22,01,04,10,BABOR ABAJO,18.1327860627883,22011004,07,Babor Abajo
5210,06,22,01,01,11,LAS ZANJAS (ZONA URBANA),1.20469906124474,22011101,07,Las Zanjas (Zona Urbana)
5211,06,22,01,02,11,EL CACHEO,17.7889139628797,22011102,07,El Cacheo
5212,06,22,01,03,11,LA FLORIDA,122.353138575784,22011103,07,La Florida
5213,06,22,01,04,11,LAS ZANJAS,13.7034792610826,22011104,07,Las Zanjas
5214,06,22,01,05,11,LAS CHARCAS DE GARABITO,9.06927217814803,22011105,07,Las Charcas De Garabito
5215,06,22,01,06,11,EL BATEY,64.7155935995969,22011106,07,El Batey
5216,06,22,01,07,11,EL KILÓMETRO 9,16.8663575463753,22011107,07,El Kilómetro 9
5217,06,22,02,01,01,BOHECHÍO (ZONA URBANA),1.51848323338605,22020101,07,Bohechío (Zona Urbana)
5218,06,22,02,01,02,ARROYO CANO (ZONA URBANA),0.769210360695897,22020201,07,Arroyo Cano (Zona Urbana)
5219,06,22,02,02,02,ARROYO CANO,37.7106953558878,22020202,07,Arroyo Cano
5220,06,22,02,03,02,LOS MONTASITOS,30.3156380736236,22020203,07,Los Montasitos
5221,06,22,02,01,03,BUENA VISTA (ZONA URBANA),1.72947275299289,22020301,07,Buena Vista (Zona Urbana)
5222,06,22,02,02,03,LA LOMA,6.59777175585665,22020302,07,La Loma
6230,01,25,06,03,02,LOS AMACEYES ARRIBA,5.31093485609687,25060203,01,Los Amaceyes Arriba
5223,06,22,02,03,03,BUENA VISTA,12.5675304126959,22020303,07,Buena Vista
5224,06,22,02,04,03,EL PALMAR,5.66222419807876,22020304,07,El Palmar
5225,06,22,02,05,03,LA GUAMA,321.030743889921,22020305,07,La Guama
5226,06,22,03,01,01,EL CERCADO (ZONA URBANA),1.18022343715634,22030101,07,El Cercado (Zona Urbana)
5227,06,22,03,02,01,EL PINAR,108.459949849956,22030102,07,El Pinar
5228,06,22,03,03,01,LA CIÉNAGA,56.6151669434079,22030103,07,La Ciénaga
5229,06,22,03,01,02,DERRUMBADERO (ZONA URBANA),0.946003547773824,22030201,07,Derrumbadero (Zona Urbana)
5230,06,22,03,02,02,DERRUMBADERO,25.438212672021,22030202,07,Derrumbadero
6231,01,25,06,04,02,CARLOS DÍAZ,6.46287709518457,25060204,01,Carlos Díaz
5231,06,22,03,03,02,DAMIÁN,2.44748853683755,22030203,07,Damián
5232,06,22,03,05,02,GAJO DE PEDRO,22.1691110819993,22030205,07,Gajo De Pedro
5233,06,22,03,06,02,VALLECITO,7.83327368724337,22030206,07,Vallecito
5234,06,22,03,01,03,BATISTA (ZONA URBANA),0.398810543157748,22030301,07,Batista (Zona Urbana)
5235,06,22,03,02,03,PINAR DE LA CANA,23.4030212064201,22030302,07,Pinar De La Cana
6232,01,25,07,01,01,VILLA GONZÁLEZ (ZONA URBANA),3.77319081053279,25070101,01,Villa González (Zona Urbana)
6233,01,25,07,02,01,LAS LAVAS,19.8132693490019,25070102,01,Las Lavas
6234,01,25,07,04,01,QUINIGUA,20.6380325726396,25070104,01,Quinigua
5236,06,22,03,03,03,ABRAS LAS YAYAS,4.23063750659302,22030303,07,Abras Las Yayas
5237,06,22,03,04,03,BATISTA,14.7251418884932,22030304,07,Batista
5238,06,22,04,01,01,JUAN DE HERRERA (ZONA URBANA),2.03316555633992,22040101,07,Juan De Herrera (Zona Urbana)
5239,06,22,04,02,01,LOS MONTONES,31.6363885777354,22040102,07,Los Montones
5240,06,22,04,03,01,JUAN DE HERRERA,12.5793763593288,22040103,07,Juan De Herrera
5241,06,22,04,01,02,JÍNOVA (ZONA URBANA),0.917256764557624,22040201,07,Jínova (Zona Urbana)
5242,06,22,04,03,02,SOSA,33.742766761969,22040203,07,Sosa
6247,01,25,08,02,03,CANABACOA,0.921707191008282,25080302,01,Canabacoa
5243,06,22,04,04,02,JAQUIMEYES,1.71300639761018,22040204,07,Jaquimeyes
6248,01,25,09,01,01,SABANA IGLESIA (ZONA URBANA),4.28755865676136,25090101,01,Sabana Iglesia (Zona Urbana)
6249,01,25,09,03,01,LOS RANCHOS,26.2547678627118,25090103,01,Los Ranchos
6250,01,25,10,01,01,BAITOA CENTRO (ZONA URBANA),4.17099326688096,25100101,01,Baitoa Centro (Zona Urbana)
6251,01,25,10,03,01,LÓPEZ,12.3233040707677,25100103,01,López
5244,06,22,04,05,02,CORBANAL,2.9746866402592,22040205,07,Corbanal
5245,06,22,05,01,01,LAS MATAS DE FARFÁN (ZONA URBANA),7.71879787640301,22050101,07,Las Matas De Farfán (Zona Urbana)
5246,06,22,05,02,01,LA ESTANCIA,71.9557655746001,22050102,07,La Estancia
5247,06,22,05,03,01,YABONICO,217.821870932049,22050103,07,Yabonico
5248,06,22,05,04,01,LAS CARRERAS,52.9902154135211,22050104,07,Las Carreras
5249,06,22,05,01,02,MATAYAYA (ZONA URBANA),1.40452479670692,22050201,07,Matayaya (Zona Urbana)
5250,06,22,05,02,02,LAS CARRERAS,11.6855247149672,22050202,07,Las Carreras
5251,06,22,05,03,02,COCINERA,16.7807264144482,22050203,07,Cocinera
5252,06,22,05,04,02,LOS JOBOS,49.2727957960365,22050204,07,Los Jobos
5253,06,22,05,05,02,OLIVERO,15.3928353118069,22050205,07,Olivero
5254,06,22,05,06,02,MATAYAYA,18.7250624702644,22050206,07,Matayaya
5255,06,22,05,01,03,CARRERA DE YEGUAS (ZONA URBANA),0.367724483483336,22050301,07,Carrera De Yeguas (Zona Urbana)
6266,01,25,08,02,01,PUÑAL,0.330944386147886,25080102,01,Puñal
6267,01,25,04,01,01,LICEY AL MEDIO (ZONA URBANA),4.31378237822668,25040101,01,Licey al Medio (Zona Urbana)
6268,01,25,04,01,02,LAS PALOMAS (ZONA URBANA),8.68944503658861,25040201,01,Las Palomas (Zona Urbana)
6269,01,25,05,05,02,DIFERENCIA,133.469838215841,25050205,01,Diferencia
6270,01,25,01,08,01,PALO QUEMADO,22.5448964110619,25010108,01,Palo Quemado
6271,01,25,01,05,01,LA HERRADURA,10.1714433711909,25010105,01,La Herradura
6272,01,25,07,02,01,PALMAR ABAJO,11.334269186726,25070102,01,Palmar Abajo
5256,06,22,05,03,03,CAÑA SEGURA,2.75616295218622,22050303,07,Caña Segura
5257,06,22,05,04,03,POZO HONDO,41.0505664228264,22050304,07,Pozo Hondo
5258,06,22,05,05,03,RANCHITO,17.5552497177125,22050305,07,Ranchito
5259,06,22,05,06,03,ESCONDIDO,18.0443687282629,22050306,07,Escondido
6273,01,25,01,01,06,JACAGUA AL MEDIO,7.78919324705957,25010601,01,Jacagua Al Medio
6274,01,25,01,02,02,LA  AUYAMA,49.1171811318171,25010202,01,La  Auyama
5260,06,22,06,01,01,VALLEJUELO (ZONA URBANA),2.27132278568472,22060101,07,Vallejuelo (Zona Urbana)
5261,06,22,06,02,01,RÍO ARRIBA DEL SUR,145.0235194367,22060102,07,Río Arriba Del Sur
5262,06,22,06,01,02,JORJILLO (ZONA URBANA),1.28546634370992,22060201,07,Jorjillo (Zona Urbana)
5263,06,22,06,02,02,JORJILLO,56.9253792352703,22060202,07,Jorjillo
5264,06,22,06,03,02,CAÑADA DEL CAFÉ,1.97323263392366,22060203,07,Cañada Del Café
5265,06,22,06,04,02,CARRERA DE PUERTA,10.0599362897723,22060204,07,Carrera De Puerta
5266,07,03,03,03,07,LOS ROBLES,3.23258487585882,03030703,06,Los Robles
5267,07,04,05,01,01,VICENTE NOBLE (ZONA URBANA),4.91258891729155,04050101,06,Vicente Noble (Zona Urbana)
5268,07,04,01,01,04,VILLA CENTRAL (ZONA URBANA),4.58031408372841,04010401,06,Villa Central (Zona Urbana)
5269,07,04,03,04,01,EL PINO,21.7067606053859,04030104,06,El Pino
5270,07,04,04,05,01,SAN RAFAEL,9.72401199186115,04040105,06,San Rafael
5271,07,10,05,01,01,CRISTÓBAL (ZONA URBANA),0.675676924170325,10050101,06,Cristóbal (Zona Urbana)
5272,07,10,04,02,01,LOS BOLOS,91.0843070247584,10040102,06,Los Bolos
